序号,行业类别,占净值比例,市值,截止时间,fund_code
1,制造业,77.45,53646.504312,2024-12-31,481015
2,信息传输、软件和信息技术服务业,16.96,11745.508166,2024-12-31,481015
3,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,481015
4,科学研究和技术服务业,0.0,1.114856,2024-12-31,481015
5,制造业,86.32,56784.08749,2024-09-30,481015
6,采矿业,4.38,2882.689,2024-09-30,481015
7,信息传输、软件和信息技术服务业,3.78,2488.278214,2024-09-30,481015
8,科学研究和技术服务业,0.0,0.954168,2024-09-30,481015
9,制造业,85.98,50436.633058,2024-06-30,481015
10,采矿业,6.11,3583.15848,2024-06-30,481015
11,信息传输、软件和信息技术服务业,2.3,1348.628826,2024-06-30,481015
12,水利、环境和公共设施管理业,0.0,1.463532,2024-06-30,481015
13,制造业,86.88,54093.885792,2024-03-31,481015
14,信息传输、软件和信息技术服务业,4.27,2661.569752,2024-03-31,481015
15,采矿业,3.08,1916.4546,2024-03-31,481015
16,科学研究和技术服务业,0.0,1.575021,2024-03-31,481015
17,水利、环境和公共设施管理业,0.0,1.156337,2024-03-31,481015
18,交通运输、仓储和邮政业,0.0,1.042185,2024-03-31,481015
19,租赁和商务服务业,0.0,0.30976,2024-03-31,481015
1,制造业,86.89,120075.819763,2024-12-31,162201
2,信息传输、软件和信息技术服务业,6.33,8746.2185,2024-12-31,162201
3,制造业,92.55,124678.589631,2024-09-30,162201
4,信息传输、软件和信息技术服务业,1.1,1484.749852,2024-09-30,162201
5,采矿业,0.86,1154.9738,2024-09-30,162201
6,制造业,94.65,117406.147475,2024-06-30,162201
7,采矿业,0.05,63.252,2024-06-30,162201
8,制造业,92.77,91194.071369,2024-03-31,162201
9,采矿业,1.71,1680.1498,2024-03-31,162201
10,信息传输、软件和信息技术服务业,0.48,470.338472,2024-03-31,162201
1,制造业,72.0,3247.69307,2024-12-31,162214
2,信息传输、软件和信息技术服务业,22.32,1006.706002,2024-12-31,162214
3,制造业,71.72,3131.648325,2024-09-30,162214
4,信息传输、软件和信息技术服务业,22.21,969.63539,2024-09-30,162214
5,制造业,75.51,2853.78423,2024-06-30,162214
6,信息传输、软件和信息技术服务业,17.86,675.141186,2024-06-30,162214
7,制造业,75.13,2907.224911,2024-03-31,162214
8,信息传输、软件和信息技术服务业,15.23,589.257176,2024-03-31,162214
1,制造业,44.92,26873.744898,2024-12-31,630001
2,金融业,10.93,6539.0814,2024-12-31,630001
3,采矿业,5.86,3506.1052,2024-12-31,630001
4,交通运输、仓储和邮政业,3.46,2070.4486,2024-12-31,630001
5,科学研究和技术服务业,1.75,1044.903056,2024-12-31,630001
6,文化、体育和娱乐业,1.33,794.1816,2024-12-31,630001
7,信息传输、软件和信息技术服务业,0.08,46.540716,2024-12-31,630001
8,制造业,58.23,37033.712083,2024-09-30,630001
9,采矿业,10.89,6924.6037,2024-09-30,630001
10,交通运输、仓储和邮政业,4.85,3084.3009,2024-09-30,630001
11,信息传输、软件和信息技术服务业,4.21,2679.508921,2024-09-30,630001
12,电力、热力、燃气及水生产和供应业,4.09,2602.5465,2024-09-30,630001
13,批发和零售业,2.0,1271.3485,2024-09-30,630001
14,金融业,1.04,659.4176,2024-09-30,630001
15,文化、体育和娱乐业,0.51,321.3452,2024-09-30,630001
16,科学研究和技术服务业,0.2,128.700168,2024-09-30,630001
17,制造业,47.17,29201.181521,2024-06-30,630001
18,采矿业,21.93,13573.9794,2024-06-30,630001
19,信息传输、软件和信息技术服务业,3.98,2466.145295,2024-06-30,630001
20,交通运输、仓储和邮政业,2.0,1239.2451,2024-06-30,630001
21,电力、热力、燃气及水生产和供应业,1.9,1174.8688,2024-06-30,630001
22,租赁和商务服务业,1.53,946.792,2024-06-30,630001
23,建筑业,1.52,942.2704,2024-06-30,630001
24,金融业,0.51,315.6538,2024-06-30,630001
25,水利、环境和公共设施管理业,0.0,1.027824,2024-06-30,630001
26,制造业,46.39,29196.830847,2024-03-31,630001
27,采矿业,28.18,17736.9124,2024-03-31,630001
28,信息传输、软件和信息技术服务业,3.07,1934.084298,2024-03-31,630001
29,电力、热力、燃气及水生产和供应业,2.23,1406.1861,2024-03-31,630001
30,租赁和商务服务业,2.22,1398.97386,2024-03-31,630001
31,交通运输、仓储和邮政业,1.96,1231.28385,2024-03-31,630001
32,金融业,1.73,1087.072,2024-03-31,630001
33,水利、环境和公共设施管理业,0.95,600.096343,2024-03-31,630001
34,批发和零售业,0.87,547.524,2024-03-31,630001
35,教育,0.29,183.0682,2024-03-31,630001
36,文化、体育和娱乐业,0.19,120.3498,2024-03-31,630001
37,科学研究和技术服务业,0.0,1.575021,2024-03-31,630001
1,制造业,81.02,177778.791277,2024-12-31,110005
2,交通运输、仓储和邮政业,9.47,20778.4785,2024-12-31,110005
3,租赁和商务服务业,2.11,4630.8719,2024-12-31,110005
4,信息传输、软件和信息技术服务业,0.0,10.516964,2024-12-31,110005
5,科学研究和技术服务业,0.0,1.114856,2024-12-31,110005
6,制造业,90.26,213690.327031,2024-09-30,110005
7,信息传输、软件和信息技术服务业,0.3,712.499056,2024-09-30,110005
8,科学研究和技术服务业,0.0,0.954168,2024-09-30,110005
9,制造业,87.25,180006.914745,2024-06-30,110005
10,信息传输、软件和信息技术服务业,4.81,9927.242562,2024-06-30,110005
11,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,110005
12,租赁和商务服务业,0.0,0.241912,2024-06-30,110005
13,制造业,84.85,195451.948174,2024-03-31,110005
14,信息传输、软件和信息技术服务业,4.91,11321.183442,2024-03-31,110005
15,科学研究和技术服务业,0.0,2.374861,2024-03-31,110005
16,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,110005
17,批发和零售业,0.0,1.554228,2024-03-31,110005
18,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,110005
19,租赁和商务服务业,0.0,0.30976,2024-03-31,110005
1,制造业,63.2,84824.75352,2024-12-31,310358
2,信息传输、软件和信息技术服务业,19.62,26332.295357,2024-12-31,310358
3,文化、体育和娱乐业,5.69,7631.2246,2024-12-31,310358
4,科学研究和技术服务业,3.37,4527.4518,2024-12-31,310358
5,采矿业,1.22,1634.0376,2024-12-31,310358
6,交通运输、仓储和邮政业,0.03,43.009191,2024-12-31,310358
7,制造业,77.47,175156.537231,2024-09-30,310358
8,信息传输、软件和信息技术服务业,3.28,7410.26232,2024-09-30,310358
9,租赁和商务服务业,1.45,3283.308,2024-09-30,310358
10,交通运输、仓储和邮政业,1.4,3171.4636,2024-09-30,310358
11,金融业,1.18,2673.4773,2024-09-30,310358
12,制造业,78.93,156770.828773,2024-06-30,310358
13,信息传输、软件和信息技术服务业,3.19,6328.20825,2024-06-30,310358
14,制造业,76.94,177260.177408,2024-03-31,310358
15,信息传输、软件和信息技术服务业,5.29,12196.6281,2024-03-31,310358
16,采矿业,4.0,9213.984,2024-03-31,310358
17,农、林、牧、渔业,3.03,6975.25791,2024-03-31,310358
1,制造业,88.07,64262.375114,2024-12-31,110002
2,交通运输、仓储和邮政业,2.72,1987.020735,2024-12-31,110002
3,租赁和商务服务业,1.1,803.17724,2024-12-31,110002
4,科学研究和技术服务业,0.43,314.633656,2024-12-31,110002
5,信息传输、软件和信息技术服务业,0.01,4.139264,2024-12-31,110002
6,制造业,77.85,60760.285422,2024-09-30,110002
7,电力、热力、燃气及水生产和供应业,8.15,6359.326,2024-09-30,110002
8,交通运输、仓储和邮政业,4.99,3897.269249,2024-09-30,110002
9,信息传输、软件和信息技术服务业,0.01,6.267376,2024-09-30,110002
10,科学研究和技术服务业,0.0,0.954168,2024-09-30,110002
11,制造业,77.16,58022.407873,2024-06-30,110002
12,采矿业,5.55,4175.514776,2024-06-30,110002
13,交通运输、仓储和邮政业,3.26,2450.142037,2024-06-30,110002
14,电力、热力、燃气及水生产和供应业,1.99,1499.072,2024-06-30,110002
15,信息传输、软件和信息技术服务业,1.87,1409.172384,2024-06-30,110002
16,科学研究和技术服务业,0.0,2.210704,2024-06-30,110002
17,水利、环境和公共设施管理业,0.0,1.90722,2024-06-30,110002
18,批发和零售业,0.0,1.223262,2024-06-30,110002
19,租赁和商务服务业,0.0,0.241912,2024-06-30,110002
20,制造业,81.61,64188.953307,2024-03-31,110002
21,采矿业,4.86,3821.302622,2024-03-31,110002
22,电力、热力、燃气及水生产和供应业,2.02,1589.1548,2024-03-31,110002
23,信息传输、软件和信息技术服务业,1.33,1044.837641,2024-03-31,110002
24,科学研究和技术服务业,0.0,2.374861,2024-03-31,110002
25,批发和零售业,0.0,1.554228,2024-03-31,110002
26,水利、环境和公共设施管理业,0.0,1.506895,2024-03-31,110002
27,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,110002
28,租赁和商务服务业,0.0,0.30976,2024-03-31,110002
1,制造业,83.05,79798.885104,2024-12-31,110015
2,采矿业,2.9,2786.9244,2024-12-31,110015
3,金融业,2.04,1956.747,2024-12-31,110015
4,房地产业,0.88,845.687,2024-12-31,110015
5,信息传输、软件和信息技术服务业,0.0,4.139264,2024-12-31,110015
6,科学研究和技术服务业,0.0,1.114856,2024-12-31,110015
7,制造业,84.94,94721.207127,2024-09-30,110015
8,采矿业,6.79,7571.6439,2024-09-30,110015
9,金融业,1.68,1872.6019,2024-09-30,110015
10,信息传输、软件和信息技术服务业,0.02,16.739596,2024-09-30,110015
11,科学研究和技术服务业,0.01,10.494852,2024-09-30,110015
12,制造业,76.97,80696.563433,2024-06-30,110015
13,采矿业,3.76,3945.7557,2024-06-30,110015
14,电力、热力、燃气及水生产和供应业,3.35,3511.016638,2024-06-30,110015
15,金融业,1.62,1702.3201,2024-06-30,110015
16,科学研究和技术服务业,1.58,1658.718,2024-06-30,110015
17,水利、环境和公共设施管理业,0.02,20.333229,2024-06-30,110015
18,信息传输、软件和信息技术服务业,0.02,16.543002,2024-06-30,110015
19,制造业,83.01,98536.656707,2024-03-31,110015
20,采矿业,4.37,5188.7521,2024-03-31,110015
21,科学研究和技术服务业,1.08,1277.907236,2024-03-31,110015
22,卫生和社会工作,0.92,1090.8814,2024-03-31,110015
23,电力、热力、燃气及水生产和供应业,0.81,960.4182,2024-03-31,110015
24,水利、环境和公共设施管理业,0.01,17.376343,2024-03-31,110015
25,交通运输、仓储和邮政业,0.01,12.1248,2024-03-31,110015
26,信息传输、软件和信息技术服务业,0.01,7.204165,2024-03-31,110015
27,租赁和商务服务业,0.0,0.30976,2024-03-31,110015
1,制造业,80.01,315325.247584,2024-12-31,110029
2,信息传输、软件和信息技术服务业,2.21,8722.741414,2024-12-31,110029
3,文化、体育和娱乐业,1.96,7723.1743,2024-12-31,110029
4,科学研究和技术服务业,0.79,3131.414028,2024-12-31,110029
5,电力、热力、燃气及水生产和供应业,0.7,2761.4475,2024-12-31,110029
6,制造业,68.22,241979.010018,2024-09-30,110029
7,金融业,8.09,28706.770588,2024-09-30,110029
8,信息传输、软件和信息技术服务业,6.55,23244.906092,2024-09-30,110029
9,批发和零售业,2.58,9147.7998,2024-09-30,110029
10,文化、体育和娱乐业,0.98,3463.3521,2024-09-30,110029
11,建筑业,0.76,2678.8308,2024-09-30,110029
12,科学研究和技术服务业,0.59,2095.490568,2024-09-30,110029
13,制造业,78.62,249215.118633,2024-06-30,110029
14,信息传输、软件和信息技术服务业,1.56,4956.244082,2024-06-30,110029
15,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,110029
16,制造业,70.49,202416.956359,2024-03-31,110029
17,信息传输、软件和信息技术服务业,9.98,28670.071849,2024-03-31,110029
18,金融业,2.29,6585.169725,2024-03-31,110029
19,农、林、牧、渔业,0.96,2760.56415,2024-03-31,110029
20,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,110029
21,科学研究和技术服务业,0.0,1.575021,2024-03-31,110029
22,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,110029
23,租赁和商务服务业,0.0,0.30976,2024-03-31,110029
1,制造业,68.48,51991.920446,2024-12-31,257070
2,信息传输、软件和信息技术服务业,16.13,12247.463716,2024-12-31,257070
3,批发和零售业,4.06,3082.297,2024-12-31,257070
4,制造业,76.97,61539.669515,2024-09-30,257070
5,信息传输、软件和信息技术服务业,11.81,9440.977499,2024-09-30,257070
6,批发和零售业,3.65,2916.405,2024-09-30,257070
7,金融业,0.26,204.9086,2024-09-30,257070
8,制造业,86.86,63168.27646,2024-06-30,257070
9,信息传输、软件和信息技术服务业,3.61,2628.952782,2024-06-30,257070
10,制造业,70.33,54470.144306,2024-03-31,257070
11,信息传输、软件和信息技术服务业,9.22,7143.0578,2024-03-31,257070
12,批发和零售业,5.68,4396.1184,2024-03-31,257070
13,文化、体育和娱乐业,5.01,3879.96682,2024-03-31,257070
14,建筑业,2.02,1565.3148,2024-03-31,257070
1,制造业,78.47,9222.003048,2024-12-31,240011
2,采矿业,2.47,290.493,2024-12-31,240011
3,房地产业,1.89,221.8204,2024-12-31,240011
4,科学研究和技术服务业,1.51,177.0774,2024-12-31,240011
5,制造业,86.14,10402.88,2024-09-30,240011
6,房地产业,5.93,715.6358,2024-09-30,240011
7,交通运输、仓储和邮政业,2.55,308.5008,2024-09-30,240011
8,制造业,83.07,8586.01802,2024-06-30,240011
9,房地产业,6.68,690.866,2024-06-30,240011
10,交通运输、仓储和邮政业,1.53,157.7704,2024-06-30,240011
11,采矿业,1.51,156.2114,2024-06-30,240011
12,制造业,81.51,8431.756409,2024-03-31,240011
13,文化、体育和娱乐业,3.74,387.0386,2024-03-31,240011
14,信息传输、软件和信息技术服务业,3.43,354.5835,2024-03-31,240011
15,租赁和商务服务业,2.9,299.8242,2024-03-31,240011
16,电力、热力、燃气及水生产和供应业,2.14,221.368,2024-03-31,240011
1,制造业,72.73,9998.419011,2024-12-31,460007
2,金融业,6.37,875.7112,2024-12-31,460007
3,采矿业,4.32,594.0219,2024-12-31,460007
4,房地产业,2.08,285.7097,2024-12-31,460007
5,农、林、牧、渔业,1.31,179.56432,2024-12-31,460007
6,文化、体育和娱乐业,0.81,111.0155,2024-12-31,460007
7,信息传输、软件和信息技术服务业,0.44,60.484737,2024-12-31,460007
8,水利、环境和公共设施管理业,0.41,56.2156,2024-12-31,460007
9,科学研究和技术服务业,0.22,30.8224,2024-12-31,460007
10,教育,0.13,17.2446,2024-12-31,460007
11,交通运输、仓储和邮政业,0.11,15.248,2024-12-31,460007
12,建筑业,0.0,0.2844,2024-12-31,460007
13,制造业,58.17,8852.590721,2024-09-30,460007
14,采矿业,15.73,2394.3604,2024-09-30,460007
15,农、林、牧、渔业,7.38,1122.64304,2024-09-30,460007
16,房地产业,7.3,1110.2967,2024-09-30,460007
17,金融业,3.16,481.385,2024-09-30,460007
18,交通运输、仓储和邮政业,0.7,106.0662,2024-09-30,460007
19,文化、体育和娱乐业,0.62,95.1008,2024-09-30,460007
20,教育,0.62,94.635,2024-09-30,460007
21,信息传输、软件和信息技术服务业,0.07,9.948389,2024-09-30,460007
22,建筑业,0.0,0.345,2024-09-30,460007
23,制造业,45.71,6625.292683,2024-06-30,460007
24,农、林、牧、渔业,21.46,3110.67908,2024-06-30,460007
25,采矿业,14.79,2144.2169,2024-06-30,460007
26,教育,5.49,795.0356,2024-06-30,460007
27,交通运输、仓储和邮政业,4.37,632.8763,2024-06-30,460007
28,信息传输、软件和信息技术服务业,2.8,405.759737,2024-06-30,460007
29,建筑业,0.0,0.3618,2024-06-30,460007
30,水利、环境和公共设施管理业,0.0,0.3591,2024-06-30,460007
31,制造业,61.02,9554.038672,2024-03-31,460007
32,农、林、牧、渔业,18.29,2863.378,2024-03-31,460007
33,采矿业,8.64,1352.2856,2024-03-31,460007
34,教育,4.43,693.348,2024-03-31,460007
35,房地产业,2.36,369.4911,2024-03-31,460007
36,水利、环境和公共设施管理业,0.04,6.835725,2024-03-31,460007
37,科学研究和技术服务业,0.01,0.849534,2024-03-31,460007
38,信息传输、软件和信息技术服务业,0.0,0.7704,2024-03-31,460007
39,租赁和商务服务业,0.0,0.25696,2024-03-31,460007
40,交通运输、仓储和邮政业,0.0,0.238815,2024-03-31,460007
1,制造业,64.26,16604.427838,2024-12-31,240017
2,金融业,5.99,1548.4071,2024-12-31,240017
3,电力、热力、燃气及水生产和供应业,3.59,926.5327,2024-12-31,240017
4,信息传输、软件和信息技术服务业,1.67,432.517,2024-12-31,240017
5,综合,1.0,258.541,2024-12-31,240017
6,交通运输、仓储和邮政业,0.98,253.98424,2024-12-31,240017
7,批发和零售业,0.95,245.016,2024-12-31,240017
8,制造业,84.11,22883.659912,2024-09-30,240017
9,信息传输、软件和信息技术服务业,3.56,967.9762,2024-09-30,240017
10,文化、体育和娱乐业,2.72,740.025,2024-09-30,240017
11,采矿业,1.06,287.8818,2024-09-30,240017
12,金融业,0.97,262.848,2024-09-30,240017
13,制造业,77.19,18884.417923,2024-06-30,240017
14,采矿业,4.31,1055.2798,2024-06-30,240017
15,金融业,1.43,348.6256,2024-06-30,240017
16,房地产业,1.13,275.57,2024-06-30,240017
17,电力、热力、燃气及水生产和供应业,1.03,251.5027,2024-06-30,240017
18,制造业,77.44,19105.037778,2024-03-31,240017
19,科学研究和技术服务业,2.98,735.936077,2024-03-31,240017
20,采矿业,2.59,639.319,2024-03-31,240017
21,金融业,1.68,414.4977,2024-03-31,240017
22,建筑业,1.25,307.7138,2024-03-31,240017
23,信息传输、软件和信息技术服务业,1.01,248.65064,2024-03-31,240017
24,文化、体育和娱乐业,0.47,115.368,2024-03-31,240017
25,租赁和商务服务业,0.0,0.30976,2024-03-31,240017
1,制造业,51.17,50831.746694,2024-12-31,100039
2,文化、体育和娱乐业,5.07,5035.3078,2024-12-31,100039
3,信息传输、软件和信息技术服务业,4.62,4593.324815,2024-12-31,100039
4,交通运输、仓储和邮政业,2.24,2225.21158,2024-12-31,100039
5,制造业,58.44,69746.055756,2024-09-30,100039
6,文化、体育和娱乐业,8.86,10575.6682,2024-09-30,100039
7,信息传输、软件和信息技术服务业,3.65,4352.3737,2024-09-30,100039
8,交通运输、仓储和邮政业,2.98,3556.9201,2024-09-30,100039
9,金融业,2.94,3509.6116,2024-09-30,100039
10,批发和零售业,1.38,1644.8868,2024-09-30,100039
11,租赁和商务服务业,0.51,604.149,2024-09-30,100039
12,制造业,67.16,52940.676923,2024-06-30,100039
13,文化、体育和娱乐业,7.58,5978.5233,2024-06-30,100039
14,信息传输、软件和信息技术服务业,3.4,2683.466638,2024-06-30,100039
15,制造业,57.64,47169.642747,2024-03-31,100039
16,信息传输、软件和信息技术服务业,13.2,10803.454988,2024-03-31,100039
17,文化、体育和娱乐业,11.45,9369.9674,2024-03-31,100039
18,电力、热力、燃气及水生产和供应业,2.21,1807.4,2024-03-31,100039
1,制造业,93.91,7807.015374,2024-12-31,580006
2,制造业,92.29,8512.28948,2024-09-30,580006
3,制造业,89.97,7617.001107,2024-06-30,580006
4,制造业,77.31,6749.974182,2024-03-31,580006
5,信息传输、软件和信息技术服务业,12.82,1118.83489,2024-03-31,580006
6,文化、体育和娱乐业,0.47,41.0688,2024-03-31,580006
7,采矿业,0.01,0.6418,2024-03-31,580006
1,制造业,88.23,84858.950879,2024-12-31,202027
2,信息传输、软件和信息技术服务业,3.0,2887.056099,2024-12-31,202027
3,科学研究和技术服务业,2.84,2733.709132,2024-12-31,202027
4,交通运输、仓储和邮政业,0.0,3.246345,2024-12-31,202027
5,制造业,75.74,81918.832568,2024-09-30,202027
6,信息传输、软件和信息技术服务业,7.81,8446.666899,2024-09-30,202027
7,交通运输、仓储和邮政业,2.03,2199.0016,2024-09-30,202027
8,科学研究和技术服务业,2.02,2184.457775,2024-09-30,202027
9,水利、环境和公共设施管理业,1.99,2153.789,2024-09-30,202027
10,金融业,0.56,609.8156,2024-09-30,202027
11,制造业,77.84,76774.60123,2024-06-30,202027
12,交通运输、仓储和邮政业,6.22,6137.1564,2024-06-30,202027
13,信息传输、软件和信息技术服务业,4.95,4881.44849,2024-06-30,202027
14,建筑业,1.71,1682.676,2024-06-30,202027
15,科学研究和技术服务业,1.26,1240.464851,2024-06-30,202027
16,水利、环境和公共设施管理业,1.06,1040.8581,2024-06-30,202027
17,制造业,81.96,95560.654079,2024-03-31,202027
18,信息传输、软件和信息技术服务业,4.68,5451.024246,2024-03-31,202027
19,交通运输、仓储和邮政业,1.56,1818.615,2024-03-31,202027
20,科学研究和技术服务业,1.51,1763.998617,2024-03-31,202027
21,租赁和商务服务业,0.0,0.30976,2024-03-31,202027
1,制造业,76.64,268212.080612,2024-12-31,110013
2,信息传输、软件和信息技术服务业,6.23,21800.027578,2024-12-31,110013
3,交通运输、仓储和邮政业,3.69,12931.867,2024-12-31,110013
4,文化、体育和娱乐业,3.35,11723.825212,2024-12-31,110013
5,科学研究和技术服务业,1.47,5160.689218,2024-12-31,110013
6,电力、热力、燃气及水生产和供应业,0.65,2291.9472,2024-12-31,110013
7,建筑业,0.53,1851.3144,2024-12-31,110013
8,金融业,0.16,564.7482,2024-12-31,110013
9,制造业,75.82,352755.069935,2024-09-30,110013
10,信息传输、软件和信息技术服务业,4.46,20738.387961,2024-09-30,110013
11,采矿业,1.8,8381.9916,2024-09-30,110013
12,房地产业,1.41,6559.309,2024-09-30,110013
13,电力、热力、燃气及水生产和供应业,0.84,3896.9614,2024-09-30,110013
14,金融业,0.75,3503.6446,2024-09-30,110013
15,科学研究和技术服务业,0.21,956.793668,2024-09-30,110013
16,批发和零售业,0.17,767.9556,2024-09-30,110013
17,制造业,74.54,335858.934437,2024-06-30,110013
18,信息传输、软件和信息技术服务业,4.35,19599.45626,2024-06-30,110013
19,电力、热力、燃气及水生产和供应业,1.85,8349.51326,2024-06-30,110013
20,农、林、牧、渔业,1.39,6259.83588,2024-06-30,110013
21,采矿业,1.0,4492.69326,2024-06-30,110013
22,科学研究和技术服务业,0.31,1418.42426,2024-06-30,110013
23,房地产业,0.24,1063.89,2024-06-30,110013
24,批发和零售业,0.15,663.3171,2024-06-30,110013
25,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,110013
26,制造业,66.92,311272.185257,2024-03-31,110013
27,信息传输、软件和信息技术服务业,5.28,24579.370181,2024-03-31,110013
28,电力、热力、燃气及水生产和供应业,4.33,20159.280579,2024-03-31,110013
29,采矿业,2.22,10343.59936,2024-03-31,110013
30,农、林、牧、渔业,1.71,7964.05069,2024-03-31,110013
31,科学研究和技术服务业,0.88,4103.364142,2024-03-31,110013
32,交通运输、仓储和邮政业,0.39,1827.154981,2024-03-31,110013
33,批发和零售业,0.3,1409.440323,2024-03-31,110013
34,卫生和社会工作,0.19,878.733,2024-03-31,110013
35,金融业,0.07,322.42352,2024-03-31,110013
36,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,110013
37,租赁和商务服务业,0.0,0.30976,2024-03-31,110013
1,制造业,67.97,73166.500335,2024-12-31,161606
2,房地产业,23.3,25082.526943,2024-12-31,161606
3,信息传输、软件和信息技术服务业,0.5,539.665873,2024-12-31,161606
4,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,161606
5,科学研究和技术服务业,0.0,1.114856,2024-12-31,161606
6,制造业,66.5,75307.5826,2024-09-30,161606
7,房地产业,28.43,32197.870748,2024-09-30,161606
8,信息传输、软件和信息技术服务业,0.02,20.088362,2024-09-30,161606
9,科学研究和技术服务业,0.0,0.954168,2024-09-30,161606
10,制造业,76.92,82537.386573,2024-06-30,161606
11,房地产业,17.86,19160.103102,2024-06-30,161606
12,信息传输、软件和信息技术服务业,0.0,4.698102,2024-06-30,161606
13,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,161606
14,制造业,65.7,68278.755685,2024-03-31,161606
15,房地产业,27.76,28847.398839,2024-03-31,161606
16,采矿业,1.22,1265.1062,2024-03-31,161606
17,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,161606
18,科学研究和技术服务业,0.0,1.575021,2024-03-31,161606
19,信息传输、软件和信息技术服务业,0.0,1.246082,2024-03-31,161606
20,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,161606
21,租赁和商务服务业,0.0,0.30976,2024-03-31,161606
1,制造业,86.42,22509.28545,2024-12-31,200012
2,信息传输、软件和信息技术服务业,0.05,13.987338,2024-12-31,200012
3,科学研究和技术服务业,0.0,1.114856,2024-12-31,200012
4,制造业,72.23,25873.148034,2024-09-30,200012
5,采矿业,13.46,4822.2955,2024-09-30,200012
6,教育,1.18,421.3423,2024-09-30,200012
7,信息传输、软件和信息技术服务业,0.3,108.190437,2024-09-30,200012
8,科学研究和技术服务业,0.01,5.299841,2024-09-30,200012
9,制造业,51.13,29242.377252,2024-06-30,200012
10,采矿业,15.98,9137.3999,2024-06-30,200012
11,交通运输、仓储和邮政业,1.11,635.09,2024-06-30,200012
12,租赁和商务服务业,0.49,278.2011,2024-06-30,200012
13,电力、热力、燃气及水生产和供应业,0.2,114.5232,2024-06-30,200012
14,信息传输、软件和信息技术服务业,0.01,4.698102,2024-06-30,200012
15,制造业,71.93,41015.931864,2024-03-31,200012
16,采矿业,7.92,4513.3001,2024-03-31,200012
17,电力、热力、燃气及水生产和供应业,2.07,1179.256,2024-03-31,200012
18,科学研究和技术服务业,0.0,2.374861,2024-03-31,200012
19,信息传输、软件和信息技术服务业,0.0,1.246082,2024-03-31,200012
20,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,200012
21,租赁和商务服务业,0.0,0.30976,2024-03-31,200012
1,制造业,65.8,65551.257852,2024-12-31,519181
2,信息传输、软件和信息技术服务业,13.25,13202.810949,2024-12-31,519181
3,农、林、牧、渔业,7.51,7482.429844,2024-12-31,519181
4,采矿业,5.73,5711.1391,2024-12-31,519181
5,交通运输、仓储和邮政业,0.04,42.020445,2024-12-31,519181
6,电力、热力、燃气及水生产和供应业,0.0,1.175448,2024-12-31,519181
7,制造业,56.58,54575.606798,2024-09-30,519181
8,信息传输、软件和信息技术服务业,12.13,11696.362802,2024-09-30,519181
9,农、林、牧、渔业,7.9,7616.292413,2024-09-30,519181
10,采矿业,7.43,7165.7813,2024-09-30,519181
11,电力、热力、燃气及水生产和供应业,0.0,1.436748,2024-09-30,519181
12,水利、环境和公共设施管理业,0.0,1.082424,2024-09-30,519181
13,制造业,58.94,43037.679118,2024-06-30,519181
14,信息传输、软件和信息技术服务业,15.11,11032.124914,2024-06-30,519181
15,农、林、牧、渔业,9.03,6591.18627,2024-06-30,519181
16,电力、热力、燃气及水生产和供应业,0.0,1.497048,2024-06-30,519181
17,水利、环境和公共设施管理业,0.0,1.139544,2024-06-30,519181
18,制造业,51.08,35310.864982,2024-03-31,519181
19,信息传输、软件和信息技术服务业,16.08,11116.152086,2024-03-31,519181
20,农、林、牧、渔业,13.94,9634.758665,2024-03-31,519181
21,金融业,1.18,815.8808,2024-03-31,519181
22,水利、环境和公共设施管理业,0.01,9.857649,2024-03-31,519181
23,科学研究和技术服务业,0.0,2.11408,2024-03-31,519181
24,电力、热力、燃气及水生产和供应业,0.0,1.323384,2024-03-31,519181
1,制造业,86.36,17512.990301,2024-12-31,610006
2,信息传输、软件和信息技术服务业,4.59,931.213282,2024-12-31,610006
3,制造业,88.47,16475.230107,2024-09-30,610006
4,批发和零售业,2.52,469.016,2024-09-30,610006
5,信息传输、软件和信息技术服务业,1.06,197.033624,2024-09-30,610006
6,制造业,84.99,15452.500975,2024-06-30,610006
7,信息传输、软件和信息技术服务业,1.68,304.62365,2024-06-30,610006
8,采矿业,1.02,186.321,2024-06-30,610006
9,制造业,81.42,16911.013261,2024-03-31,610006
10,信息传输、软件和信息技术服务业,7.47,1550.595428,2024-03-31,610006
1,制造业,77.49,60434.376257,2024-12-31,213008
2,信息传输、软件和信息技术服务业,13.31,10381.915968,2024-12-31,213008
3,科学研究和技术服务业,1.13,880.217566,2024-12-31,213008
4,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,213008
