fund_id,quarter,experience,rpi,as,ici,rg,arg,sdi,vol_mgmt,oci,la,fund_size,expense_ratio,turnover,fund_age,excess_return,log_size,sdi_sq,quintile,as_quintile
0,0,5.119941307320987,0.5316124401695437,0.9154753515031818,0.1273705564623932,0.0007292135324838103,0.003960689146726769,0.22068524211373047,0.24596765293337847,0.13535237394183847,0.07197425070715618,838910403.7063743,0.013712483888778819,2.6933598824846583,2.687974184850886,0.014201447124247382,20.547614469344552,0.048701976086795835,Q3,Q5
0,1,5.369941307320987,0.5772263611065185,0.7377132317430765,0.12566842261727013,0.010286335317450863,0.03686875508872969,0.08255004091428395,0.2144364041816585,0.22814235832632948,0.036746344454291535,6255763302.796326,0.017403832294526,1.5014835704905676,8.202867117393254,0.028321871901673498,22.556769004242884,0.006814509254949953,Q5(高),Q4
0,2,5.619941307320987,0.5802672999134023,0.586764402633404,0.0924124361560877,0.010627266987521913,0.03550874727752851,0.19201259085112593,0.15969228919279632,0.18257041696894102,0.15271465699798545,13456822817.62279,0.009688904010166147,3.697867519947935,4.7541672025559185,-0.010131834946684092,23.322752087060675,0.03686883504536189,Q5(高),Q1
0,3,5.869941307320987,0.5298961053471498,0.7551150207932602,0.03218380183122341,0.008449764955213462,0.033489433006967675,0.09299084819688766,0.1263611185607488,0.16696418149068476,0.12972886293008903,2153250130.3982377,0.005752681653745449,1.8303149234174927,9.249400682041022,0.041742957959570275,21.490244226192356,0.008647297848376605,Q4,Q4
0,4,6.119941307320987,0.6589024018057061,0.37466980177654263,0.060905548842951074,0.00396081672394616,0.01920312329045892,0.1563643545832103,0.11271730865208858,0.2356666981504468,0.1560799351284037,3265152739.306334,0.012238946574187507,3.0360641932147083,1.3819158171613597,0.0031079632007861083,21.906572379378883,0.02444981138422392,Q5(高),Q1
0,5,6.369941307320987,0.5893053222940576,0.6913645912502273,0.126971819158858,0.0016877365527052904,0.008576091818391172,0.19246749684930106,0.23264397807401926,0.16175068012505867,0.10251056231366501,5074192160.732804,0.018705757157730075,2.224751900307442,8.21962746538447,0.004364950913477812,22.347433169052586,0.03704373734343572,Q4,Q3
0,6,6.619941307320987,0.5060485013883358,0.7302980711997382,0.08445398641900106,-0.003960354011548284,0.016501069952601862,0.11043027378969433,0.14179670847456688,0.037433760286481904,0.09148888460689623,14243046910.666313,0.016857023914401095,4.726760257736002,2.231509701543361,0.022726608448611258,23.379534688487926,0.01219484536926685,Q1(低),Q3
0,7,6.869941307320987,0.5984413566801597,0.8018719472031075,0.11021721210510527,0.015066789128342506,0.04854701866490563,0.16022908084181484,0.16697946348020254,0.17789340527937605,0.12026191866546537,4206181127.892255,0.010499259546627285,1.9131522650846624,2.58919481408486,0.040430171064165445,22.159820977468076,0.025673358347412835,Q4,Q4
0,8,7.119941307320987,0.5168795927371022,0.5692920161834634,0.06571466819932785,-0.0018501620579649302,0.006292186584259761,0.12509451979648029,0.23284844504310304,0.05615969452942551,0.15416798594451264,4191581444.901568,0.005971570407242551,2.679674086168114,5.2961654397204905,0.012077282897516334,22.156343932821216,0.015648638883112,Q1(低),Q1
0,9,7.369941307320987,0.6049679064355908,0.7012419898269711,0.04386962554967475,0.007085604051677963,0.023684484866392238,0.1923089195362906,0.11544394178084033,0.1578603858144804,0.11074191140049383,4137902280.8689713,0.014553792580737648,4.837974387312023,4.560309467855196,0.04526270690208205,22.14345480092784,0.03698272053321549,Q4,Q3
0,10,7.619941307320987,0.6235434551988385,0.5799085753314175,0.07406166620472646,0.009097119161734635,0.03288600946836637,0.16411903010907822,0.23969058037900234,0.04907293867889602,0.15207140737313943,1146493504.1957037,0.0175173619380578,2.2749007197532616,5.375550755158039,0.032261555526160536,20.859973994477063,0.026935056043944524,Q1(低),Q1
0,11,7.869941307320987,0.5245795603308827,0.721605581139486,0.09844217677828046,-0.0001668662380135185,0.006476377208729301,0.15339046046575605,0.1698543818442999,0.11091734686536205,0.07974767977627652,1126709727.7463837,0.014974228496819578,3.5783726520440005,9.460238698279497,0.03247627190004785,20.842567476936107,0.02352863336189667,Q2,Q3
1,0,11.457857370509078,0.41599455752704245,0.6342213002805098,0.05548355623556775,0.009130739064737303,0.03283786090498982,0.24350099760851865,0.13405666739045044,0.10889505877848828,0.11354211467320531,1878245371.0483577,0.011376119971445296,2.266908174825301,6.9165004200721585,0.016598788569258026,21.353603864708102,0.059292735836343806,Q2,Q2
1,1,11.707857370509078,0.38846479741165124,0.6926907582648463,0.07520608811897558,0.007663351494827671,0.027084855322607106,0.18973836854209813,0.17010596291404345,0.08807832989739418,0.11719543423687875,8061072581.42585,0.00685030419768607,1.442699916468996,3.6127844365780053,0.03653955416993179,22.8103124592299,0.036000648497017056,Q1(低),Q3
1,2,11.957857370509078,0.40892875906455084,0.6221650115892452,0.04352972090002296,0.013234278047058328,0.047502033958337936,0.10857888803242266,0.15109612874394088,0.10864168539942183,0.16905559775687679,2741344536.012524,0.018661613662060324,3.510188930737171,2.556178410860605,0.018813541258429795,21.731714343563205,0.011789374926357376,Q2,Q2
1,3,12.207857370509078,0.4626654001975237,0.8197992079829115,0.13575975710170943,0.0006433188253884676,0.007120582189848216,0.1448481659521343,0.19763279195622863,0.17721237127700945,0.12830509592063633,2346795836.6448135,0.009139374886300743,4.664126141141361,4.780416476178402,0.03685289405897536,21.576316760958164,0.020980991179697036,Q4,Q5
