证券代码,证券简称,日期,月涨跌幅
920016.BJ,中草香料,20260831,1.1895321173672
920016.BJ,中草香料,20260830,1.1895321173672
920016.BJ,中草香料,20260829,1.1895321173672
920016.BJ,中草香料,20260828,1.1895321173672
920016.BJ,中草香料,20260827,1.1895321173672
920016.BJ,中草香料,20260826,1.1895321173672
920016.BJ,中草香料,20260825,1.1895321173672
920016.BJ,中草香料,20260824,1.1895321173672
920016.BJ,中草香料,20260823,1.1895321173672
920016.BJ,中草香料,20260822,1.1895321173672
920016.BJ,中草香料,20260821,1.1895321173672
920016.BJ,中草香料,20260820,1.1895321173672
920016.BJ,中草香料,20260819,1.1895321173672
920016.BJ,中草香料,20260818,1.1895321173672
920016.BJ,中草香料,20260817,1.1895321173672
920016.BJ,中草香料,20260816,1.1895321173672
920016.BJ,中草香料,20260815,1.1895321173672
920016.BJ,中草香料,20260814,1.1895321173672
920016.BJ,中草香料,20260813,1.1895321173672
920016.BJ,中草香料,20260812,1.1895321173672
920016.BJ,中草香料,20260811,1.1895321173672
920016.BJ,中草香料,20260810,1.1895321173672
920016.BJ,中草香料,20260809,1.1895321173672
920016.BJ,中草香料,20260808,1.1895321173672
920016.BJ,中草香料,20260807,1.1895321173672
920016.BJ,中草香料,20260806,1.1895321173672
920016.BJ,中草香料,20260805,1.1895321173672
920016.BJ,中草香料,20260804,1.1895321173672
920016.BJ,中草香料,20260803,1.1895321173672
920016.BJ,中草香料,20260802,1.1895321173672
920016.BJ,中草香料,20260801,1.1895321173672
920016.BJ,中草香料,20260731,4.4739022369511
920016.BJ,中草香料,20260730,4.4739022369511
920016.BJ,中草香料,20260729,4.4739022369511
920016.BJ,中草香料,20260728,4.4739022369511
920016.BJ,中草香料,20260727,4.4739022369511
920016.BJ,中草香料,20260726,4.4739022369511
920016.BJ,中草香料,20260725,4.4739022369511
920016.BJ,中草香料,20260724,4.4739022369511
920016.BJ,中草香料,20260723,4.4739022369511
920016.BJ,中草香料,20260722,4.4739022369511
920016.BJ,中草香料,20260721,4.4739022369511
920016.BJ,中草香料,20260720,4.4739022369511
920016.BJ,中草香料,20260719,4.4739022369511
920016.BJ,中草香料,20260718,4.4739022369511
920016.BJ,中草香料,20260717,4.4739022369511
920016.BJ,中草香料,20260716,4.4739022369511
920016.BJ,中草香料,20260715,4.4739022369511
920016.BJ,中草香料,20260714,4.4739022369511
920016.BJ,中草香料,20260713,4.4739022369511
920016.BJ,中草香料,20260712,4.4739022369511
920016.BJ,中草香料,20260711,4.4739022369511
920016.BJ,中草香料,20260710,4.4739022369511
920016.BJ,中草香料,20260709,4.4739022369511
920016.BJ,中草香料,20260708,4.4739022369511
920016.BJ,中草香料,20260707,4.4739022369511
920016.BJ,中草香料,20260706,4.4739022369511
920016.BJ,中草香料,20260705,4.4739022369511
920016.BJ,中草香料,20260704,4.4739022369511
920016.BJ,中草香料,20260703,4.4739022369511
920016.BJ,中草香料,20260702,4.4739022369511
920016.BJ,中草香料,20260701,4.4739022369511
920016.BJ,中草香料,20260630,-17.667121418827
920016.BJ,中草香料,20260629,-17.667121418827
920016.BJ,中草香料,20260628,-17.667121418827
920016.BJ,中草香料,20260627,-17.667121418827
920016.BJ,中草香料,20260626,-17.667121418827
920016.BJ,中草香料,20260625,-17.667121418827
920016.BJ,中草香料,20260624,-17.667121418827
920016.BJ,中草香料,20260623,-17.667121418827
920016.BJ,中草香料,20260622,-17.667121418827
920016.BJ,中草香料,20260621,-17.667121418827
920016.BJ,中草香料,20260620,-17.667121418827
920016.BJ,中草香料,20260619,-17.667121418827
920016.BJ,中草香料,20260618,-17.667121418827
920016.BJ,中草香料,20260617,-17.667121418827
920016.BJ,中草香料,20260616,-17.667121418827
920016.BJ,中草香料,20260615,-17.667121418827
920016.BJ,中草香料,20260614,-17.667121418827
920016.BJ,中草香料,20260613,-17.667121418827
920016.BJ,中草香料,20260612,-17.667121418827
920016.BJ,中草香料,20260611,-17.667121418827
920016.BJ,中草香料,20260610,-17.667121418827
920016.BJ,中草香料,20260609,-17.667121418827
