证券代码,证券简称,日期,月涨跌幅
600093.SH,退市易见,20260831,
600093.SH,退市易见,20260830,
600093.SH,退市易见,20260829,
600093.SH,退市易见,20260828,
600093.SH,退市易见,20260827,
600093.SH,退市易见,20260826,
600093.SH,退市易见,20260825,
600093.SH,退市易见,20260824,
600093.SH,退市易见,20260823,
600093.SH,退市易见,20260822,
600093.SH,退市易见,20260821,
600093.SH,退市易见,20260820,
600093.SH,退市易见,20260819,
600093.SH,退市易见,20260818,
600093.SH,退市易见,20260817,
600093.SH,退市易见,20260816,
600093.SH,退市易见,20260815,
600093.SH,退市易见,20260814,
600093.SH,退市易见,20260813,
600093.SH,退市易见,20260812,
600093.SH,退市易见,20260811,
600093.SH,退市易见,20260810,
600093.SH,退市易见,20260809,
600093.SH,退市易见,20260808,
600093.SH,退市易见,20260807,
600093.SH,退市易见,20260806,
600093.SH,退市易见,20260805,
600093.SH,退市易见,20260804,
600093.SH,退市易见,20260803,
600093.SH,退市易见,20260802,
600093.SH,退市易见,20260801,
600093.SH,退市易见,20260731,
600093.SH,退市易见,20260730,
600093.SH,退市易见,20260729,
600093.SH,退市易见,20260728,
600093.SH,退市易见,20260727,
600093.SH,退市易见,20260726,
600093.SH,退市易见,20260725,
600093.SH,退市易见,20260724,
600093.SH,退市易见,20260723,
600093.SH,退市易见,20260722,
600093.SH,退市易见,20260721,
600093.SH,退市易见,20260720,
600093.SH,退市易见,20260719,
600093.SH,退市易见,20260718,
600093.SH,退市易见,20260717,
600093.SH,退市易见,20260716,
600093.SH,退市易见,20260715,
600093.SH,退市易见,20260714,
600093.SH,退市易见,20260713,
600093.SH,退市易见,20260712,
600093.SH,退市易见,20260711,
600093.SH,退市易见,20260710,
600093.SH,退市易见,20260709,
600093.SH,退市易见,20260708,
600093.SH,退市易见,20260707,
600093.SH,退市易见,20260706,
600093.SH,退市易见,20260705,
600093.SH,退市易见,20260704,
600093.SH,退市易见,20260703,
600093.SH,退市易见,20260702,
600093.SH,退市易见,20260701,
600093.SH,退市易见,20260630,
600093.SH,退市易见,20260629,
600093.SH,退市易见,20260628,
600093.SH,退市易见,20260627,
600093.SH,退市易见,20260626,
